RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2026,11380,은평구,10400,갈현동,1,대지,0430,0020,두진(430-20),20260325,31300,58.86,25.0,3.0,,,2001,연립다세대,중개거래,서울 은평구
2026,11470,양천구,10300,신월동,1,대지,0485,0003,두원B동,20260325,40000,84.99,0.0,6.0,,,2004,아파트,중개거래,서울 양천구
2026,11410,서대문구,11800,홍은동,1,대지,0469,0000,e편한세상서대문,20260325,145000,84.994,0.0,13.0,,,2023,아파트,중개거래,서울 서대문구
2026,11710,송파구,10600,삼전동,1,대지,0064,0015,cozyoom(64-15),20260325,50000,32.76,17.0,3.0,,,2002,연립다세대,중개거래,서울 송파구
2026,11740,강동구,10900,천호동,1,대지,0332,0010,YH빌리지,20260325,26900,26.61,15.0,5.0,,,2017,연립다세대,중개거래,서울 강동구
2026,11200,성동구,12200,용답동,1,대지,0163,0003,LKPLACE2차,20260325,61000,23.49,18.0,3.0,,,2023,연립다세대,중개거래,서울 성동구
2026,11170,용산구,12900,이촌동,1,대지,0430,0000,LG한강자이,20260325,630000,203.12,0.0,22.0,,,2003,아파트,중개거래,서울 용산구
2026,11410,서대문구,11900,북가좌동,1,대지,0431,0000,DMC한양,20260325,105000,116.76,0.0,3.0,,,1987,아파트,중개거래,서울 서대문구
2026,11410,서대문구,12000,남가좌동,1,대지,0389,0000,DMC에코자이,20260325,132000,59.79,0.0,6.0,,,2019,아파트,중개거래,"서울 마포구, 서울 서대문구"
2026,11410,서대문구,12000,남가좌동,1,대지,0377,0000,DMC래미안클라시스,20260325,120000,114.88,0.0,4.0,,,2000,아파트,중개거래,"서울 서대문구, 서울 송파구"
2026,11620,관악구,10100,봉천동,1,대지,1712,0000,관악드림(동아),20260325,130000,114.75,0.0,10.0,,20260618,2003,아파트,중개거래,서울 관악구
2026,11350,노원구,10500,상계동,1,대지,1381,0006,6차홍진그린맨션,20260325,32000,54.65,26.0,-1.0,,,1996,연립다세대,중개거래,서울 노원구
2026,11590,동작구,10700,사당동,1,대지,1020,0030,1020-30,20260325,27000,15.48,10.0,3.0,,,2017,연립다세대,중개거래,서울 서초구
2026,11620,관악구,10100,봉천동,1,대지,0100,0063,100-63,20260325,32500,55.01,32.0,3.0,,,2014,연립다세대,중개거래,서울 관악구
2026,11545,금천구,10200,독산동,1,대지,0944,0000,(신안맨션),20260325,20000,63.64,34.0,2.0,,,2006,연립다세대,직거래,
2026,11500,강서구,10300,화곡동,1,대지,0788,0028,(788-28),20260325,11500,37.92,27.0,2.0,,,1986,연립다세대,직거래,
2026,11305,강북구,10300,수유동,1,대지,0709,0024,(709-24),20260325,32500,50.56,31.0,4.0,,,2019,연립다세대,중개거래,서울 강북구
2026,11170,용산구,10400,갈월동,1,대지,0007,0068,(7-68),20260325,110000,55.08,27.0,3.0,,,2004,연립다세대,중개거래,서울 용산구
2026,11305,강북구,10300,수유동,1,대지,0530,0026,(530-26),20260325,28000,84.34,86.0,2.0,,,1992,연립다세대,중개거래,서울 강북구
2026,11740,강동구,10700,암사동,1,대지,0510,0026,(510-26),20260325,19800,16.31,13.0,4.0,,,2013,연립다세대,직거래,
2026,11620,관악구,10200,신림동,1,대지,0414,0050,(414-50),20260325,24000,36.78,23.0,-1.0,,,1992,연립다세대,중개거래,서울 관악구
2026,11590,동작구,10800,대방동,1,대지,0336,0006,(336-6),20260325,17000,27.3,32.78,5.0,,,2003,오피스텔,직거래,
2026,11170,용산구,10900,청파동1가,1,대지,0003,0022,(3-22),20260325,128500,96.12,75.0,3.0,,,1983,연립다세대,중개거래,"서울 서대문구, 서울 용산구"
2026,11410,서대문구,11900,북가좌동,1,대지,0003,0156,(3-156),20260325,13000,24.6,14.0,3.0,,,1991,연립다세대,중개거래,서울 서대문구
2026,11620,관악구,10100,봉천동,1,대지,1557,0014,(1557-14),20260325,26000,48.36,23.0,3.0,,,1993,연립다세대,중개거래,서울 관악구
2026,11215,광진구,10500,자양동,1,대지,0012,0006,(12-6),20260325,29300,13.3,10.0,2.0,,,2012,연립다세대,중개거래,서울 광진구
2026,11560,영등포구,13300,대림동,1,대지,1101,0001,(1101-1),20260325,11000,14.46,0.0,6.0,,,2012,아파트,중개거래,서울 영등포구
2026,11260,중랑구,10100,면목동,1,대지,1077,0001,용마한신,20260325,35900,35.44,0.0,7.0,,,1990,아파트,중개거래,"서울 강남구, 서울 중랑구"
2026,11530,구로구,11000,온수동,1,대지,0155,0000,온수힐스테이트,20260325,79000,84.97,0.0,4.0,,,2010,아파트,중개거래,서울 구로구
2026,11530,구로구,11000,온수동,1,대지,0155,0000,온수힐스테이트,20260325,64500,59.98,0.0,1.0,,,2010,아파트,중개거래,서울 구로구
2026,11170,용산구,11200,원효로1가,1,대지,0041,0000,용산더프라임,20260325,244000,142.901,0.0,18.0,,,2014,아파트,직거래,
2026,11170,용산구,12400,한강로1가,1,대지,0050,0001,용산파크자이,20260325,56000,52.58,71.85,13.0,,,2005,오피스텔,직거래,
2026,11170,용산구,12500,한강로2가,1,대지,0420,0000,용산푸르지오써밋,20260325,47000,29.846,46.8075,28.0,,,2017,오피스텔,중개거래,"경기 양주시, 서울 용산구"
2026,11380,은평구,11400,진관동,1,대지,0088,0000,우물골2단지두산위브(209~222동)BL2-8,20260325,105000,134.43,0.0,3.0,,,2009,아파트,중개거래,서울 은평구
2026,11545,금천구,10300,시흥동,1,대지,1011,0000,우방,20260325,69500,114.89,0.0,8.0,,,2002,아파트,중개거래,서울 금천구
2026,11200,성동구,11300,옥수동,1,대지,0250,0000,옥수삼성,20260325,200000,59.7,0.0,12.0,,,1999,아파트,중개거래,서울 성동구
2026,11320,도봉구,10600,방학동,1,대지,0507,0000,우성아파트1,20260325,46500,72.06,0.0,10.0,,,1992,아파트,중개거래,서울 도봉구
2026,11530,구로구,10200,구로동,1,대지,0186,0007,예성유토피아,20260325,25000,40.68,54.82,14.0,,,2005,오피스텔,중개거래,서울 구로구
2026,11380,은평구,10500,구산동,1,대지,0212,0001,예림빌6차,20260325,18000,29.92,17.0,4.0,,,2012,연립다세대,중개거래,서울 은평구
2026,11590,동작구,10900,신대방동,1,대지,0367,0038,영일주택,20260325,23600,48.24,34.0,-1.0,,,1991,연립다세대,중개거래,서울 동작구
2026,11305,강북구,10400,우이동,1,대지,0020,0003,영동빌라,20260325,13000,48.12,34.0,1.0,,,1991,연립다세대,중개거래,서울 강북구
2026,11680,강남구,10100,역삼동,1,대지,0713,0011,역삼I'PARK,20260325,98000,28.246,0.0,12.0,,,2006,아파트,중개거래,서울 강남구
2026,11650,서초구,10700,반포동,1,대지,0046,0000,엠브이아파트,20260325,210000,83.4,0.0,11.0,,,1994,아파트,직거래,
2026,11560,영등포구,13200,신길동,1,대지,0994,0000,미리내시티빌(994-0),20260325,30350,42.51,20.0,1.0,,,1995,연립다세대,직거래,
2026,11200,성동구,10900,금호동1가,1,대지,0633,0000,벽산,20260325,166000,59.9,0.0,15.0,,,2001,아파트,중개거래,서울 성동구
2026,11170,용산구,12500,한강로2가,1,대지,0002,0008,벽산메가트리움,20260325,240000,125.68,0.0,27.0,,,2005,아파트,중개거래,서울 용산구
2026,11290,성북구,13300,정릉동,1,대지,0414,0007,삼성홈타운,20260325,29000,29.88,18.0,5.0,,,2022,연립다세대,직거래,
2026,11350,노원구,10500,상계동,1,대지,0647,0000,상계주공12(고층),20260325,47500,41.3,0.0,4.0,,,1988,아파트,중개거래,서울 노원구
2026,11440,마포구,12700,상암동,1,대지,1597,0000,사보이시티디엠씨,20260325,13000,21.65,29.78,12.0,,,2016,오피스텔,중개거래,경기 고양시 덕양구
2026,11305,강북구,10300,수유동,1,대지,0305,0006,백학맨션,20260325,22000,59.86,29.0,3.0,,,2002,연립다세대,중개거래,서울 강북구
2026,11620,관악구,10200,신림동,1,대지,0497,0005,보라매해담채,20260325,15000,12.89,0.0,5.0,,,2012,아파트,직거래,
2026,11620,관악구,10100,봉천동,1,대지,1706,0000,봉천우성,20260325,119000,84.96,0.0,2.0,,,2000,아파트,중개거래,서울 관악구
2026,11200,성동구,10900,금호동1가,1,대지,0633,0000,벽산,20260325,170000,84.82,0.0,11.0,,,2001,아파트,중개거래,서울 성동구
2026,11740,강동구,10800,성내동,1,대지,0194,0000,에스케이허브진,20260325,60000,47.36,0.0,9.0,,20260403,2004,아파트,중개거래,서울 강동구
2026,11140,중구,16200,신당동,1,대지,0843,0000,삼성,20260325,147000,59.98,0.0,5.0,,,1999,아파트,중개거래,서울 중구
2026,11230,동대문구,10100,신설동,1,대지,0091,0262,브릿지하임,20260325,23500,14.905,21.556,12.0,,,2022,오피스텔,직거래,
2026,11530,구로구,11200,항동,1,대지,0006,0000,비앤비퀸즈빌,20260325,33000,59.5,42.0,2.0,,,2017,연립다세대,중개거래,"경기 부천시 소사구, 서울 구로구"
2026,11350,노원구,10300,공릉동,1,대지,0737,0000,삼익포레스트아파트,20260325,50000,51.03,0.0,14.0,,,1995,아파트,중개거래,"서울 노원구, 서울 중랑구"
2026,11470,양천구,10300,신월동,1,대지,0440,0010,삼백,20260325,36500,66.53,0.0,3.0,,,2000,아파트,중개거래,서울 양천구
2026,11290,성북구,13300,정릉동,1,대지,0373,0014,삼성그린빌라(373-14),20260325,28000,60.87,35.0,5.0,,,2009,연립다세대,중개거래,서울 성북구
2026,11350,노원구,10500,상계동,1,대지,0647,0000,상계주공12(고층),20260325,70000,66.56,0.0,15.0,,,1988,아파트,중개거래,서울 서초구
2026,11140,중구,17100,중림동,1,대지,0200,0000,삼성사이버빌리지,20260325,149990,59.7,0.0,18.0,,,2001,아파트,중개거래,서울 중구
2026,11680,강남구,10500,삼성동,1,대지,0004,0006,삼성동한솔아파트,20260325,209700,58.57,0.0,7.0,,,1998,아파트,중개거래,서울 강남구
2026,11710,송파구,11100,방이동,1,대지,0153,0013,빌텍드림빌,20260325,49500,59.96,29.0,2.0,,,2003,연립다세대,중개거래,서울 송파구
2026,11260,중랑구,10100,면목동,1,대지,0179,0025,삼호캐스빌,20260325,33500,54.55,29.0,5.0,,,2012,연립다세대,중개거래,"경기 의정부시, 서울 중랑구"
2026,11560,영등포구,13200,신길동,1,대지,0994,0000,미리내시티빌(994-0),20260325,27597,39.79,18.0,3.0,,,1995,연립다세대,직거래,
2026,11620,관악구,10200,신림동,1,대지,0409,0321,본동하이츠빌라,20260325,41000,56.05,44.0,3.0,,,1990,연립다세대,중개거래,서울 관악구
2026,11500,강서구,10900,방화동,1,대지,0814,0000,방화5,20260325,43500,33.18,0.0,12.0,,,1994,아파트,중개거래,서울 강서구
2026,11590,동작구,10700,사당동,1,대지,1133,0000,삼성래미안,20260325,148000,84.967,0.0,12.0,,,2003,아파트,중개거래,서울 동작구
2026,11380,은평구,10300,불광동,1,대지,0638,0000,북한산래미안아파트(1단지),20260325,82000,59.993,0.0,3.0,,,2010,아파트,중개거래,서울 은평구
2026,11620,관악구,10100,봉천동,1,대지,1718,0000,벽산블루밍,20260325,96000,59.99,0.0,3.0,,,2005,아파트,중개거래,서울 관악구
2026,11380,은평구,10600,대조동,1,대지,0179,0016,북한산포레스트,20260325,19000,19.08,0.0,7.0,,,2021,아파트,중개거래,서울 동대문구
2026,11410,서대문구,11800,홍은동,1,대지,0010,0238,미소지움103동,20260325,28000,23.7,21.0,3.0,,,2019,연립다세대,직거래,
2026,11290,성북구,13800,장위동,1,대지,0263,0006,삼성그린빌(가)동,20260325,80000,72.98,36.0,2.0,,,2003,연립다세대,중개거래,서울 성북구
2026,11305,강북구,10200,번동,1,대지,0148,0315,삼청빌라B,20260325,18000,36.96,27.0,1.0,,,1990,연립다세대,중개거래,서울 강북구
2026,11680,강남구,10100,역삼동,1,대지,0769,0001,삼환 아르누보,20260325,16000,27.39,37.39,10.0,,,2003,오피스텔,중개거래,서울 강남구
2026,11215,광진구,10300,구의동,1,대지,0052,0002,삼성아트빌(52-2),20260325,45000,59.7,34.0,3.0,,,2008,연립다세대,중개거래,서울 광진구
2026,11350,노원구,10500,상계동,1,대지,0626,0000,상계주공14(고층),20260325,55000,59.39,0.0,1.0,,,1989,아파트,중개거래,서울 노원구
2026,11380,은평구,10700,응암동,1,대지,0759,0000,백련산힐스테이트1차,20260325,90000,84.37,0.0,3.0,,,2011,아파트,중개거래,서울 은평구
2026,11500,강서구,10600,내발산동,1,대지,0686,0001,보람,20260325,65000,79.48,0.0,14.0,,,2001,아파트,중개거래,서울 강서구
2026,11470,양천구,10100,신정동,1,대지,1321,0000,이펜하우스1단지,20260325,60000,84.86,0.0,4.0,,,2011,아파트,직거래,
2026,11545,금천구,10300,시흥동,1,대지,1013,0000,관악산벽산타운5,20260325,55000,84.97,0.0,8.0,,,2004,아파트,직거래,
2026,11290,성북구,13600,하월곡동,1,대지,0226,0000,월곡래미안루나밸리,20260325,86750,59.98,0.0,1.0,,,2007,아파트,중개거래,서울 성북구
2026,11590,동작구,10200,상도동,1,대지,0414,0000,건영,20260325,74000,32.8,0.0,15.0,,,1997,아파트,중개거래,서울 동작구
2026,11500,강서구,10300,화곡동,1,대지,1159,0000,"우장산아이파크,이편한세상",20260325,147000,84.97,0.0,5.0,,,2008,아파트,중개거래,서울 강서구
2026,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,20260325,180000,59.83,0.0,16.0,,,2020,아파트,중개거래,서울 강동구
2026,11500,강서구,10300,화곡동,1,대지,0796,0013,웰피아(796-13),20260325,20000,29.88,18.0,3.0,,,2014,연립다세대,중개거래,서울 강서구
2026,11545,금천구,10300,시흥동,1,대지,1013,0000,관악산벽산타운5,20260325,52000,84.97,0.0,4.0,,,2004,아파트,직거래,
2026,11710,송파구,10500,석촌동,1,대지,0285,0000,잠실한솔,20260325,189000,84.87,0.0,11.0,,,2000,아파트,중개거래,서울 송파구
2026,11500,강서구,10200,등촌동,1,대지,0642,0000,제일(코오롱),20260325,74500,59.95,0.0,19.0,,,1999,아파트,중개거래,서울 강서구
2026,11470,양천구,10200,목동,1,대지,0502,0008,골든캐슬,20260325,51000,59.16,34.0,3.0,,,2011,연립다세대,중개거래,서울 양천구
2026,11380,은평구,10500,구산동,1,대지,0308,0052,골든빌,20260325,23700,82.765,41.0,2.0,,,2002,연립다세대,중개거래,"경기 고양시 덕양구, 서울 은평구"
2026,11350,노원구,10200,월계동,1,대지,0880,0000,유원,20260325,42800,59.93,0.0,15.0,,,1998,아파트,중개거래,서울 노원구
2026,11305,강북구,10300,수유동,1,대지,0550,0033,웰하우스,20260325,22000,46.31,30.0,4.0,,,2013,연립다세대,중개거래,서울 강북구
2026,11380,은평구,10500,구산동,1,대지,0224,0000,경남아너스빌,20260325,62000,84.69,0.0,6.0,,,2004,아파트,중개거래,"서울 마포구, 서울 은평구"
2026,11380,은평구,10800,역촌동,1,대지,0081,0031,유성아이비,20260325,22500,29.98,18.0,2.0,,,2013,연립다세대,중개거래,서울 은평구
2026,11200,성동구,11100,금호동3가,1,대지,0842,0001,금호빌라(842-1),20260325,55000,59.57,19.0,2.0,,,1999,연립다세대,중개거래,서울 성동구
2026,11620,관악구,10100,봉천동,1,대지,1712,0000,관악드림(동아),20260325,130000,114.75,0.0,10.0,,,2003,아파트,중개거래,서울 관악구
2026,11215,광진구,10500,자양동,1,대지,0761,0000,자양2현대,20260325,155000,59.95,0.0,18.0,,,1995,아파트,중개거래,서울 광진구
2026,11650,서초구,10100,방배동,1,대지,1015,0000,임광,20260325,233000,84.78,0.0,9.0,,,1985,아파트,중개거래,서울 서초구
2026,11530,구로구,10700,개봉동,1,대지,0492,0000,개봉푸르지오,20260325,90000,84.94,0.0,11.0,,,2014,아파트,중개거래,서울 구로구
2026,11410,서대문구,11000,북아현동,1,대지,0003,0065,유명빌라,20260325,112550,34.63,17.0,2.0,,,1993,연립다세대,중개거래,서울 서대문구
2026,11380,은평구,10500,구산동,1,대지,0224,0000,경남아너스빌,20260325,70000,122.77,0.0,13.0,,,2004,아파트,중개거래,서울 은평구
2026,11560,영등포구,10800,영등포동7가,1,대지,0046,0001,경남아너스빌,20260325,80000,59.9,0.0,13.0,,,1998,아파트,직거래,
2026,11410,서대문구,11900,북가좌동,1,대지,0347,0039,일원빌리지,20260325,13500,21.33,12.0,5.0,,,2014,연립다세대,중개거래,서울 서대문구
2026,11290,성북구,13400,길음동,1,대지,1279,0000,길음뉴타운1단지(래미안길음1차),20260325,123500,59.99,0.0,17.0,,,2003,아파트,중개거래,"서울 성북구, 서울 용산구"
2026,11320,도봉구,10700,창동,1,대지,0823,0000,금호어울림,20260325,89000,152.09,0.0,2.0,,,2004,아파트,중개거래,서울 도봉구
2026,11740,강동구,10800,성내동,1,대지,0396,0010,일심,20260325,69800,84.48,0.0,1.0,,,2001,아파트,중개거래,서울 강동구
2026,11500,강서구,10300,화곡동,1,대지,0382,0050,고센아트빌,20260325,19300,28.89,18.0,2.0,,,2016,연립다세대,중개거래,서울 강서구
2026,11110,종로구,18000,교북동,1,대지,0126,0000,경희궁자이(4단지),20260325,100000,37.263,0.0,8.0,,,2017,아파트,중개거래,서울 종로구
2026,11470,양천구,10200,목동,1,대지,0557,0016,(557-16),20260325,29000,60.28,35.0,2.0,,20260429,2010,연립다세대,직거래,
2026,11410,서대문구,11800,홍은동,1,대지,0454,0000,극동,20260325,50000,84.92,0.0,6.0,,,1995,아파트,중개거래,서울 서대문구
2026,11260,중랑구,10600,신내동,1,대지,0479,0000,중앙하이츠,20260325,58800,84.97,0.0,13.0,,,1996,아파트,직거래,
2026,11200,성동구,10600,사근동,1,대지,0199,0000,중앙하이츠,20260325,89000,71.85,0.0,7.0,,,1989,아파트,중개거래,서울 성동구
2026,11215,광진구,10100,중곡동,1,대지,0683,0000,중곡동광덕,20260325,66000,84.79,0.0,5.0,,,2002,아파트,중개거래,서울 광진구
2026,11350,노원구,10600,중계동,1,대지,0512,0000,중계무지개,20260325,66500,59.26,0.0,10.0,,,1991,아파트,중개거래,서울 노원구
2026,11620,관악구,10200,신림동,1,대지,0598,0048,진주빌라(598-48),20260325,14000,32.49,18.0,1.0,,,1994,연립다세대,중개거래,서울 관악구
2026,11545,금천구,10200,독산동,1,대지,0944,0000,(신안맨션),20260325,20000,63.64,34.0,2.0,,20260327,2006,연립다세대,직거래,
2026,11530,구로구,10200,구로동,1,대지,0611,0026,구로동복합건물OPUS1,20260325,18000,43.09,56.1,5.0,,,2004,오피스텔,중개거래,서울 구로구
2026,11320,도봉구,10700,창동,1,대지,0030,0000,창동주공18단지,20260325,51000,45.9,0.0,7.0,,,1988,아파트,중개거래,서울 도봉구
2026,11500,강서구,10200,등촌동,1,대지,0702,0000,주공10,20260325,68200,37.67,0.0,12.0,,,1995,아파트,중개거래,서울 강서구
2026,11320,도봉구,10700,창동,1,대지,0305,0000,창동주공1단지,20260325,58000,49.94,0.0,14.0,,,1990,아파트,중개거래,서울 도봉구
2026,11230,동대문구,10300,제기동,1,대지,1158,0048,제기동오피스텔(유니텔),20260325,10800,23.94,32.29,8.0,,,2002,오피스텔,중개거래,서울 동대문구
2026,11620,관악구,10200,신림동,1,대지,0409,0034,광성하이츠빌라,20260325,32000,40.59,19.0,1.0,,,1991,연립다세대,중개거래,서울 관악구
2026,11215,광진구,10100,중곡동,1,대지,0090,0018,욱현,20260325,61000,80.88,0.0,4.0,,,2002,아파트,중개거래,서울 광진구
2026,11440,마포구,12400,연남동,1,대지,0487,0030,지우샤인빌,20260325,65000,29.82,35.0,3.0,,,2022,연립다세대,중개거래,"서울 마포구, 인천 계양구"
2026,11260,중랑구,10500,망우동,1,대지,0515,0021,지앤지홈타운,20260325,43000,25.89,25.0,5.0,,,2022,연립다세대,중개거래,서울 중랑구
2026,11410,서대문구,11700,연희동,1,대지,0122,0003,정연 지오빌,20260325,12000,19.44,25.26,3.0,,,2002,오피스텔,직거래,
2026,11320,도봉구,10700,창동,1,대지,0038,0000,주공17단지,20260325,48400,49.94,0.0,3.0,,,1989,아파트,중개거래,서울 도봉구
2026,11350,노원구,10600,중계동,1,대지,0502,0001,중계그린1단지,20260325,59000,44.1,0.0,7.0,,,1990,아파트,중개거래,서울 노원구
2026,11320,도봉구,10700,창동,1,대지,0347,0000,창동주공3단지(해등마을),20260325,50000,41.3,0.0,14.0,,,1990,아파트,중개거래,서울 도봉구
2026,11590,동작구,10700,사당동,1,대지,0207,0001,그린파크빌(207-1),20260325,31000,73.79,41.0,5.0,,,2008,연립다세대,중개거래,서울 동작구
2026,11740,강동구,10600,둔촌동,1,대지,0600,0003,정산빌라,20260325,34700,50.04,40.0,2.0,,,1990,연립다세대,중개거래,서울 강동구
2026,11500,강서구,10400,가양동,1,대지,1461,0000,가양2단지(성지),20260325,63000,34.69,0.0,6.0,,,1992,아파트,중개거래,서울 강서구
2026,11290,성북구,13300,정릉동,1,대지,0239,0000,정릉풍림아이원,20260325,71000,114.75,0.0,10.0,,,2005,아파트,중개거래,서울 성북구
2026,11500,강서구,10400,가양동,1,대지,1461,0000,가양2단지(성지),20260325,98000,49.65,0.0,10.0,,,1992,아파트,중개거래,서울 강서구
2026,11470,양천구,10200,목동,1,대지,0315,0034,준하이빌,20260325,41000,77.46,45.0,4.0,,,2002,연립다세대,중개거래,서울 양천구
2026,11500,강서구,10400,가양동,1,대지,1485,0000,가양6단지,20260325,106800,49.5,0.0,9.0,,,1992,아파트,중개거래,서울 강서구
2026,11545,금천구,10300,시흥동,1,대지,0842,0011,주성리치빌(842-11),20260325,27500,54.85,30.0,3.0,,,2009,연립다세대,중개거래,서울 금천구
2026,11470,양천구,10100,신정동,1,대지,1218,0003,우진파크빌라동,20260325,105000,59.01,29.0,3.0,,,2002,연립다세대,중개거래,서울 양천구
2026,11500,강서구,10300,화곡동,1,대지,0102,0296,주선맨션,20260325,20000,70.32,35.0,3.0,,,2002,연립다세대,직거래,
2026,11620,관악구,10200,신림동,1,대지,0713,0006,궁전에버빌(713-6),20260325,21000,44.46,21.0,4.0,,,2003,연립다세대,중개거래,서울 관악구
2026,11290,성북구,13500,종암동,1,대지,0104,0001,종암에스케이,20260325,79000,59.04,0.0,6.0,,,1999,아파트,중개거래,서울 성북구
2026,11350,노원구,10200,월계동,1,대지,0556,0000,주공2,20260325,36000,44.94,0.0,12.0,,,1992,아파트,중개거래,서울 노원구
2026,11530,구로구,10200,구로동,1,대지,1256,0000,구로현대,20260325,63000,56.49,0.0,15.0,,,1992,아파트,중개거래,서울 구로구
2026,11350,노원구,10600,중계동,1,대지,0362,0001,주공8,20260325,59300,49.72,0.0,11.0,,,1993,아파트,중개거래,서울 노원구
2026,11320,도봉구,10500,쌍문동,1,대지,0281,0027,그랜드캐슬,20260325,24000,49.59,31.0,3.0,,,2013,연립다세대,중개거래,서울 도봉구
2026,11215,광진구,10300,구의동,1,대지,0617,0003,지은아트빌(617-3),20260325,48000,44.53,33.0,4.0,,,2015,연립다세대,직거래,
2026,11500,강서구,10200,등촌동,1,대지,0688,0000,주공3,20260325,69000,37.67,0.0,5.0,,,1995,아파트,중개거래,서울 강서구
2026,11350,노원구,10600,중계동,1,대지,0359,0001,주공5,20260325,111000,84.79,0.0,10.0,,,1992,아파트,중개거래,"서울 노원구, 서울 마포구"
2026,11350,노원구,10600,중계동,1,대지,0359,0001,주공5,20260325,105000,84.79,0.0,2.0,,,1992,아파트,직거래,
2026,11380,은평구,11400,진관동,1,대지,0092,0000,은평뉴타운 제각말 푸르지오(5-4단지),20260325,85000,84.89,0.0,9.0,,,2010,아파트,직거래,
2026,11305,강북구,10100,미아동,1,대지,0796,0000,경남아너스빌,20260325,70500,84.913,0.0,1.0,,,2008,아파트,중개거래,서울 강북구
2026,11590,동작구,10700,사당동,1,대지,0446,0001,동성파크빌,20260325,33000,71.03,44.0,3.0,,20260331,2008,연립다세대,중개거래,서울 마포구
2026,11380,은평구,10400,갈현동,1,대지,0537,0000,갈현동현대,20260325,60000,84.87,0.0,1.0,,,1997,아파트,중개거래,서울 은평구
2026,11530,구로구,10800,오류동,1,대지,0150,0042,길훈,20260325,26000,53.94,0.0,5.0,,,1986,아파트,중개거래,서울 구로구
2026,11620,관악구,10100,봉천동,1,대지,0215,0023,이삭아트빌,20260325,28100,52.24,38.0,2.0,,,2005,연립다세대,중개거래,서울 관악구
2026,11470,양천구,10200,목동,1,대지,0928,0000,건영,20260325,71000,84.9,0.0,4.0,,,1994,아파트,중개거래,서울 양천구
2026,11740,강동구,10600,둔촌동,1,대지,0442,0000,금강트레조빌,20260325,58700,52.51,43.0,2.0,,,2013,연립다세대,중개거래,서울 강동구
2026,11260,중랑구,10400,묵동,1,대지,0122,0100,갑을빌라,20260325,33300,69.72,34.0,2.0,,,2002,연립다세대,중개거래,서울 중랑구
2026,11680,강남구,11200,자곡동,1,대지,0655,0000,강남 푸르지오시티 2차(PRUGIO CITYⅡ),20260325,12800,22.444,29.725,2.0,,,2014,오피스텔,중개거래,서울 강남구
2026,11710,송파구,11300,거여동,1,대지,0290,0000,거여1단지,20260325,91000,39.6,0.0,9.0,,,1997,아파트,중개거래,서울 송파구
2026,11710,송파구,10700,가락동,1,대지,0057,0008,강남팰리스,20260325,68570,42.94,25.0,7.0,,,2021,연립다세대,중개거래,서울 송파구
2026,11590,동작구,10700,사당동,1,대지,1161,0000,이수푸르지오더프레티움,20260325,130000,84.924,0.0,3.0,,,2021,아파트,직거래,
2026,11740,강동구,11000,강일동,1,대지,0066,0000,강동리버스트8단지,20260325,89400,49.74,0.0,1.0,,,2021,아파트,중개거래,서울 강동구
2026,11740,강동구,11000,강일동,1,대지,0066,0000,강동리버스트8단지,20260325,79800,49.8,0.0,2.0,,,2021,아파트,중개거래,서울 강동구
2026,11545,금천구,10100,가산동,1,대지,0239,0002,원평6차,20260325,35000,69.55,33.0,6.0,,,2002,연립다세대,중개거래,서울 구로구
2026,11500,강서구,10300,화곡동,1,대지,1159,0000,"우장산아이파크,이편한세상",20260325,149500,101.65,0.0,10.0,,,2008,아파트,중개거래,"강원 원주시, 서울 강서구"
2026,11320,도봉구,10600,방학동,1,대지,0701,0015,거성학마을아파트,20260325,63000,84.93,0.0,13.0,,,1994,아파트,중개거래,서울 도봉구
2026,11290,성북구,13500,종암동,1,대지,0104,0001,종암에스케이,20260325,79000,59.04,0.0,6.0,,20260506,1999,아파트,중개거래,서울 성북구
2026,11545,금천구,10200,독산동,1,대지,1155,0000,금천롯데캐슬골드파크3차,20260325,95000,59.968,0.0,24.0,,,2018,아파트,중개거래,서울 금천구
2026,11620,관악구,10200,신림동,1,대지,1735,0000,관악산휴먼시아2단지,20260325,73000,84.97,0.0,13.0,,,2008,아파트,중개거래,"서울 강남구, 서울 관악구"
2026,11230,동대문구,10600,장안동,1,대지,0374,0001,장안현대벤처빌,20260325,11900,28.49,36.77,17.0,,,2004,오피스텔,중개거래,서울 동대문구
2026,11620,관악구,10100,봉천동,1,대지,0151,0005,장미빌라,20260325,22000,48.05,20.0,4.0,,,1995,연립다세대,중개거래,서울 서초구
2026,11500,강서구,10300,화곡동,1,대지,0954,0017,경신아트빌,20260325,20000,57.5,34.0,1.0,,,2002,연립다세대,중개거래,서울 강서구
2026,11620,관악구,10200,신림동,1,대지,1735,0001,관악산휴먼시아1단지,20260325,73000,84.97,0.0,12.0,,,2008,아파트,중개거래,서울 관악구
2026,11350,노원구,10200,월계동,1,대지,0951,0000,월계센트럴아이파크,20260325,103000,59.99,0.0,16.0,,,2020,아파트,중개거래,서울 노원구
2026,11590,동작구,10700,사당동,,,,,,20260325,310000,349.9,165.0,0.0,,,1993,단독다가구,직거래,
